; Zeus eventmsg.zh-CN.txt (UTF-8)
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"由于[leader_name]真的非常喜欢你，"


;**********ADDITIONAL HISTORY PHRASES FOR LOST BATTLE IN TROOP REQUESTS***********************
PHRASE_ally_under_attack_lost_battle_history_S		    "你的部队实力太弱，不能帮助[city_affected]"
PHRASE_colony_under_attack_lost_battle_history_P		   "你的部队实力太弱，不能帮助[city_affected]"
PHRASE_parentcity_under_attack_lost_battle_history_R		 "你的部队实力太弱，不能保卫[city_affected]"
PHRASE_vassal_under_attack_lost_battle_history_P			    "你的部队实力太弱，不能保卫[city_affected]"
PHRASE_ally_attacks_rival_lost_battle_history_S		     "你的部队实力太弱，不能保卫[city_affected]"
PHRASE_vassal_attacks_rival_lost_battle_history_P		   "你的部队实力太弱，不能保卫[city_affected]"
PHRASE_ally_terrorized_lost_battle_history				   "你的部队实力太弱，不能保卫[city_affected]"
PHRASE_colony_terrorized_lost_battle_history		 	 "你的部队无法保卫[city_affected]"
PHRASE_parentcity_terrorized_lost_battle_history		 "你的部队无法保卫[city_affected]"
PHRASE_vassal_terrorized_lost_battle_history			 "你的部队无法保卫[city_affected]"
PHRASE_ally_conquers_rival_history                      "被你的同盟城征服"   
PHRASE_vassal_conquers_rival_history                    "被你的附庸城征服" 
PHRASE_strike_successful_history 					"被你的代理执政官征服"

;************************* NEW POSEIDON TEXT BELOW ***************************************************
;WOOING AND JEALOUSY

;********HERA*******************
PHRASE_hera_wooing0_title					"来自赫拉的问候"
PHRASE_hera_wooing0_initial_announcement	"供奉我，天后赫拉，你就再也不用害怕我的丈夫了！等他发现我眷顾你的城市，定会掉头就跑！"

PHRASE_hera_jealousy1_title					"来自赫拉的问候"
PHRASE_hera_jealousy1_initial_announcement	"供奉我，我会让你的生活变得甜蜜。我圣所外长着美味多汁的橙子，足以养活你的市民！"

PHRASE_hera_jealousy2_title					"来自赫拉的问候"
PHRASE_hera_jealousy2_initial_announcement	"看来你更喜欢别的神，而不是我。你和宙斯一个德性！你永远也不会知道，我能多好地维护你在世上的名声，还能用婴儿潮来祝福你的城市！"

PHRASE_CONDENSED_hera_wooing0_title					"n/a"
PHRASE_CONDENSED_hera_wooing0_initial_announcement	"供奉我，天后赫拉，你就再也不用害怕我的丈夫了！"

PHRASE_CONDENSED_hera_jealousy1_title					"来自赫拉的问候"
PHRASE_CONDENSED_hera_jealousy1_initial_announcement	"供奉我，我会让你的生活变得甜蜜。"

PHRASE_CONDENSED_hera_jealousy2_title					"来自赫拉的问候"
PHRASE_CONDENSED_hera_jealousy2_initial_announcement	"看来你更喜欢别的神，而不是我。你和宙斯一个德性！"

;********ATLAS*******************
PHRASE_atlas_wooing0_title					"来自阿特拉斯的问候"
PHRASE_atlas_wooing0_initial_announcement	"我是强壮有力的阿特拉斯的！你若供奉我，你城里的石头就会更好开采，采石场也会更乐意献出大理石。"

PHRASE_atlas_jealousy1_title					"来自阿特拉斯的问候"
PHRASE_atlas_jealousy1_initial_announcement	"供奉我，我会帮你建造宏伟的建筑。你的工匠行会会派更多工人去工地，在我的祝福下，工程会迅速竣工。"

PHRASE_atlas_jealousy2_title					"来自阿特拉斯的问候"
PHRASE_atlas_jealousy2_initial_announcement	"我可是在扛着大地啊！你为什么不供奉我？何况我还能让你的锯木厂和精炼厂更加高产！"

PHRASE_CONDENSED_atlas_wooing0_title					"来自阿特拉斯的问候"
PHRASE_CONDENSED_atlas_wooing0_initial_announcement	"我是强壮有力的阿特拉斯的！"

PHRASE_CONDENSED_atlas_jealousy1_title					"来自阿特拉斯的问候"
PHRASE_CONDENSED_atlas_jealousy1_initial_announcement	"供奉我，我会帮你建造宏伟的建筑。"

PHRASE_CONDENSED_atlas_jealousy2_title					"来自阿特拉斯的问候"
PHRASE_CONDENSED_atlas_jealousy2_initial_announcement	"我可是在扛着大地啊！你为什么不供奉我？"

;GOD INVASIONS
;********Hera invades****************************************
PHRASE_hera_invades_title 					"赫拉进攻"
PHRASE_hera_invades_oracle_prediction		"我要带给你的消息十分可怕，[player_name]。我，神谕所的女祭司，预见到宙斯的配偶赫拉将在一年之内进攻你的城市！"
PHRASE_hera_invades_city_attacked_alert  	"现在你就知道，连伟大的宙斯为何都要躲着我了！你那些不幸的市民将分担伊俄的命运，被变成母牛！畜栏再也供不上可食用的肉，你在世上的名声也会一落千丈！好好琢磨琢磨吧，愚蠢的凡人！"
PHRASE_hera_invades_reason  	 	 		"n/a"
PHRASE_hera_invades_no_reason	  	 		"n/a"
PHRASE_hera_invades_disembarked_alert  	    "n/a"

PHRASE_CONDENSED_hera_invades_title 					"n/a"
PHRASE_CONDENSED_hera_invades_oracle_prediction		"先知们预见到赫拉将在一年内进攻你的城市。"
PHRASE_CONDENSED_hera_invades_city_attacked_alert  	"现在你就知道，连伟大的宙斯为何都要躲着我了！"
PHRASE_CONDENSED_hera_invades_reason  	 	 		"n/a"
PHRASE_CONDENSED_hera_invades_no_reason  	 		""
PHRASE_CONDENSED_hera_invades_disembarked_alert  	    "n/a"

;********Atlas invades****************************************
PHRASE_atlas_invades_title 					"阿特拉斯进攻"
PHRASE_atlas_invades_oracle_prediction		"我要带给你的消息让我的心冷如顽石，[player_name]。波塞东之子阿特拉斯正朝这里而来，要让你吃苦头。一年之内，他就会到来！"
PHRASE_atlas_invades_city_attacked_alert  	"你的生活就要变得艰难多了，凡人！我会把你的市民变成石头，采石场也会鸦雀无声！你所有的工匠都会从世上消失！"
PHRASE_atlas_invades_reason  	 	 		"n/a"
PHRASE_atlas_invades_no_reason	  	 		"n/a"
PHRASE_atlas_invades_disembarked_alert  	    "n/a"

PHRASE_CONDENSED_atlas_invades_title 					"n/a"
PHRASE_CONDENSED_atlas_invades_oracle_prediction		"先知们预见到阿特拉斯将在一年内进攻你的城市。"
PHRASE_CONDENSED_atlas_invades_city_attacked_alert  	"你的生活就要变得艰难多了，凡人！"
PHRASE_CONDENSED_atlas_invades_reason  	 	 		"n/a"
PHRASE_CONDENSED_atlas_invades_no_reason  	 		""
PHRASE_CONDENSED_atlas_invades_disembarked_alert  	    "n/a"

;ASSISTANCE AND PRAYER
;******************Help from Hera***************************
PHRASE_hera_help_title						"来自赫拉的支持"
PHRASE_hera_help_initial_announcement       "哎呀！你的集市物资快见底了！请让我帮你的商贩补货吧！" 
PHRASE_hera_help_reason						"由于赫拉帮助了你，"
PHRASE_hera_help_no_reason                  "" 

PHRASE_CONDENSED_hera_help_title						"n/a"
PHRASE_CONDENSED_hera_help_initial_announcement       "哎呀！你的集市物资快见底了！" 
PHRASE_CONDENSED_hera_help_reason						"由于赫拉帮助了你的城市，"
PHRASE_CONDENSED_hera_help_no_reason                  "" 

;******************Help from Atlas***************************
PHRASE_atlas_help_title						"来自阿特拉斯的帮助"
PHRASE_atlas_help_initial_announcement       "我很想帮你完成建筑工程！我确实喜欢石头之类的东西。让我加快材料运送，略尽绵力。乐意效劳！" 
PHRASE_atlas_help_reason						"由于阿特拉斯帮助了你，"
PHRASE_atlas_help_no_reason                  "" 

PHRASE_CONDENSED_atlas_help_title						"n/a"
PHRASE_CONDENSED_atlas_help_initial_announcement       "我很想帮你完成建筑工程！" 
PHRASE_CONDENSED_atlas_help_reason						"由于阿特拉斯帮助了你的城市，"
PHRASE_CONDENSED_atlas_help_no_reason                  "" 

;NATURAL DISASTER IN NON-PLAYER CITY
;*****Hera disaster**********************************
PHRASE_hera_disaster_title 					"赫拉惩罚[city_name]"
PHRASE_hera_disaster_oracle_prediction	    "我，神谕所的女祭司，已窥见未来，[player_name]！我预见到一年之内[city_name]的执政官[leader_name]将遭遇大难！伟大的女神赫拉因[leader_name]另奉他神而妒火中烧，将入侵[city_name]大肆破坏。赫拉在城中期间，[leader_name]将无法与你贸易！"
PHRASE_hera_disaster_initial_announcement    "我痛苦极了，[player_name]！我，[city_name]的执政官[leader_name]，愚蠢地惹怒了赫拉的妒火！她要我付出代价，而且代价惨重。她在城里胡作非为时，我恐怕无法与你贸易！"
PHRASE_hera_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_hera_disaster_title 					"n/a"
PHRASE_CONDENSED_hera_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易将中断。"
PHRASE_CONDENSED_hera_disaster_initial_announcement    "与[city_name]的贸易已经中断。"
PHRASE_CONDENSED_hera_disaster_no_reason	  			"N/A"

;*****Hera disaster ends**********************************
PHRASE_hera_disaster_ends_title 						"[city_name]恢复"
PHRASE_hera_disaster_ends_oracle_prediction			"你的日子就要好转了，[player_name]。我，神谕所的女祭司，预见到一年之内赫拉将宽恕[city_name]的执政官[leader_name]，让城市恢复如初。[city_name]将能再次与你贸易！"
PHRASE_hera_disaster_ends_initial_announcement		"你无法想象我有多如释重负，[player_name]！我，[city_name]的执政官[leader_name]，总算让赫拉相信我和这座城市眼里只有她！她的妒火平息了，城市也恢复了正常。我们可以恢复贸易了！"
PHRASE_hera_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_hera_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_hera_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易将恢复。"
PHRASE_CONDENSED_hera_disaster_ends_initial_announcement		"[city_name]可以再次贸易了。"
PHRASE_CONDENSED_hera_disaster_ends_no_reason	  				"N/A"

;*****Atlas disaster**********************************
PHRASE_atlas_disaster_title 					"阿特拉斯惩罚[city_name]"
PHRASE_atlas_disaster_oracle_prediction	    "我，神谕所的女祭司，收到了未来的消息！[city_name]的执政官[leader_name]与这座城市即将面临极其危险的处境。一年之内，波塞东之子、强大的阿特拉斯将愤怒地转向该城。这位神会把城中许多人变成石头，[city_name]将一蹶不振。阿特拉斯在城中期间，[city_name]将无法与你贸易。"
PHRASE_atlas_disaster_initial_announcement    "我不知道自己做了什么才遭此报应，[player_name]！我，[city_name]的执政官[leader_name]，不知怎么惹怒了阿特拉斯，他正忙着把一切会动的东西都变成石头！这位凶悍的泰坦还在我城里时，我无法与你贸易！"
PHRASE_atlas_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_atlas_disaster_title 					"n/a"
PHRASE_CONDENSED_atlas_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易将中断。"
PHRASE_CONDENSED_atlas_disaster_initial_announcement    "与[city_name]的贸易已经中断。"
PHRASE_CONDENSED_atlas_disaster_no_reason	  			"N/A"

;*****Atlas disaster ends**********************************
PHRASE_atlas_disaster_ends_title 						"[city_name]恢复"
PHRASE_atlas_disaster_ends_oracle_prediction			"问候你，[player_name]。我，神谕所睿智的先知，预见到一年之内[city_name]的执政官[leader_name]时来运转。阿特拉斯会厌倦进攻，弃城而去。[city_name]将能再次与你贸易！"
PHRASE_atlas_disaster_ends_initial_announcement		"不容易啊，[player_name]，但我，[city_name]的执政官[leader_name]，总算挺过了阿特拉斯可怕的袭击！我的城市又运转起来了，可以与你恢复贸易！"
PHRASE_atlas_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_atlas_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_atlas_disaster_ends_oracle_prediction			"与[city_name]的贸易很快将恢复。"
PHRASE_CONDENSED_atlas_disaster_ends_initial_announcement		"[city_name]可以再次贸易了。"
PHRASE_CONDENSED_atlas_disaster_ends_no_reason	  				"N/A"

;QUESTS
;********Hera' Quest****************************
PHRASE_hera_quest_title 					"前往奥林匹斯"
PHRASE_hera_quest_initial_announcement 	"问候你，美丽的人。我有一个非常重要的任务交给你！我，赫拉，需要立刻在奥林匹斯见到[hero_needed]。我相信这位英雄能找到合适的交通工具前来。我保证不会伤他一根头发！"
PHRASE_hera_quest_reason	  			"以便这位英雄能前往奥林匹斯，"
PHRASE_hera_quest_no_reason	  			"N/A"

PHRASE_CONDENSED_hera_quest_title 					"n/a"
PHRASE_CONDENSED_hera_quest_initial_announcement 	"问候你，美丽的人。我有一个非常重要的任务交给你！"
PHRASE_CONDENSED_hera_quest_reason	  			"前往奥林匹斯，"
PHRASE_CONDENSED_hera_quest_no_reason	  			"N/A"

;********Atlas's Quest****************************
PHRASE_atlas_quest_title 					"拓宽海峡"
PHRASE_atlas_quest_initial_announcement 	"我有一个艰巨的任务，要交给一位强大的凡人！我，阿特拉斯，看到为了亚特兰蒂斯的大局，地中海海峡必须拓宽。你必须找到有足够蛮力移山的人。只有[hero_needed]能完成这一壮举。"
PHRASE_atlas_quest_reason	  			"以拓宽分隔地中海与大西洋的地中海海峡，"
PHRASE_atlas_quest_no_reason	  			"N/A"

PHRASE_CONDENSED_atlas_quest_title 					"n/a"
PHRASE_CONDENSED_atlas_quest_initial_announcement 	"我有一个艰巨的任务，要交给一位强大的凡人！"
PHRASE_CONDENSED_atlas_quest_reason	  			"以拓宽海峡，"
PHRASE_CONDENSED_atlas_quest_no_reason	  			"N/A"

;********Hera quest fulfilled**********
PHRASE_hera_quest_fulfilled_title 					"[hero_needed]从奥林匹斯坠落"
PHRASE_hera_quest_fulfilled_initial_announcement 	"太好了！你完成了我的任务！可惜[hero_needed]刚到我家门口就摔了一跤。我哪知道宙斯不愿让这位英雄来？哎呀！不管怎样，你仍可以建造一座纪念碑来纪念我。"
PHRASE_hera_quest_fulfilled_no_reason	  			"N/A"
PHRASE_hera_quest_fulfilled_reason	  			"由于[hero_needed]前往了奥林匹斯，"

PHRASE_CONDENSED_hera_quest_fulfilled_title 					"n/a"
PHRASE_CONDENSED_hera_quest_fulfilled_initial_announcement 	"太好了！你完成了我的任务！"
PHRASE_CONDENSED_hera_quest_fulfilled_reason	  			"由于[hero_needed]前往了奥林匹斯，"
PHRASE_CONDENSED_hera_quest_fulfilled_no_reason	  			"N/A"

;********atlas quest fulfilled**********
PHRASE_atlas_quest_fulfilled_title 					"[hero_needed]拓宽了海峡"
PHRASE_atlas_quest_fulfilled_initial_announcement 	"我对你印象深刻，凡人！你完成了我的任务！[hero_needed]推开了阻隔大西洋与地中海的陆地。如今，亚特兰蒂斯人又能开拓一片新天地！作为完成任务的奖赏，你可以建造一座纪念碑，纪念我，你的不朽之王阿特拉斯。"
PHRASE_atlas_quest_fulfilled_no_reason	  			"N/A"
PHRASE_atlas_quest_fulfilled_reason	  			"由于[hero_needed]拓宽了海峡，"

PHRASE_CONDENSED_atlas_quest_fulfilled_title 					"n/a"
PHRASE_CONDENSED_atlas_quest_fulfilled_initial_announcement 	"我对你印象深刻，凡人！你完成了我的任务！"
PHRASE_CONDENSED_atlas_quest_fulfilled_reason	  			"由于你拓宽了海峡，"
PHRASE_CONDENSED_atlas_quest_fulfilled_no_reason	  			"N/A"

;********Zeus' Quest2****************************
PHRASE_zeus_quest2_title 					"发射武器"
PHRASE_zeus_quest2_initial_announcement 	"亲爱的凡人，我有一个任务交给你。是时候击败邪恶的亚特兰蒂斯人了。找到[hero_needed]，派他去亚特兰蒂斯。他到了那里，我会告诉他该怎么做。"
PHRASE_zeus_quest2_reason	  			"以便武器能够发射，"
PHRASE_zeus_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_zeus_quest2_title 					"n/a"
PHRASE_CONDENSED_zeus_quest2_initial_announcement 	"亲爱的凡人，我有一个任务交给你。"
PHRASE_CONDENSED_zeus_quest2_reason	  			"发射武器，"
PHRASE_CONDENSED_zeus_quest2_no_reason	  			"N/A"

;********Poseidon's Quest2****************************
PHRASE_poseidon_quest2_title 					"奠基石"
PHRASE_poseidon_quest2_initial_announcement 	"问候你，凡人！我，海洋之主，有一个任务交给你！我，你的祖父波塞东，在赤色岛上发现了一处满是无奇石头的采石场。其中一块正是我新圣所理想的奠基石！派[hero_needed]去取来。"
PHRASE_poseidon_quest2_reason	  			"以便这位英雄能取回奠基石，"
PHRASE_poseidon_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_poseidon_quest2_title 					"n/a"
PHRASE_CONDENSED_poseidon_quest2_initial_announcement 	"问候你，凡人！我，海洋之主，有一个任务交给你！"
PHRASE_CONDENSED_poseidon_quest2_reason	  			"取回奠基石，"
PHRASE_CONDENSED_poseidon_quest2_no_reason	  			"N/A"

;********Hades' Quest2****************************
PHRASE_hades_quest2_title 					"仙馔蜜酒"
PHRASE_hades_quest2_initial_announcement 	"我从冥界而来，要派你去执行一项关键任务。你和你的家族若要实现梦想，必须派[hero_needed]去奥林匹斯偷一些仙馔蜜酒。告诉[hero_needed]务必小心；若奥林匹斯诸神察觉，必有麻烦！"
PHRASE_hades_quest2_reason	  			"以便偷取仙馔蜜酒，"
PHRASE_hades_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_hades_quest2_title 					"n/a"
PHRASE_CONDENSED_hades_quest2_initial_announcement 	"我从冥界而来，要派你去执行一项关键任务。"
PHRASE_CONDENSED_hades_quest2_reason	  			"偷取仙馔蜜酒，"
PHRASE_CONDENSED_hades_quest2_no_reason	  			"N/A"

;********Demeter's Quest2****************************
PHRASE_demeter_quest2_title 					"银色玉米"
PHRASE_demeter_quest2_initial_announcement 	"问候你，高贵的凡人。完成我的任务，你必有回报！我，得墨忒耳，听说有一种最美、银光闪闪的谷物。我必须亲眼看看这闪闪发光的样品。派[hero_needed]去为我收割一些玉米！"
PHRASE_demeter_quest2_reason	  			"收割银色玉米，"
PHRASE_demeter_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_demeter_quest2_title 					"n/a"
PHRASE_CONDENSED_demeter_quest2_initial_announcement 	"问候你，高贵的凡人。完成我的任务，你必有回报！"
PHRASE_CONDENSED_demeter_quest2_reason	  			"收割银色玉米，"
PHRASE_CONDENSED_demeter_quest2_no_reason	  			"N/A"
									
;********Athena's Quest2****************************
PHRASE_athena_quest2_title 					"黄金缰绳"
PHRASE_athena_quest2_initial_announcement 	"好好侍奉我，完成这一任务！回报丰厚！若[hero_needed]要成功对付喀迈拉，就必须驯服一匹神骏的坐骑。派[hero_needed]去取我，雅典娜，藏在一座神圣庙宇里的黄金缰绳。"
PHRASE_athena_quest2_reason	  			"取回黄金缰绳，"
PHRASE_athena_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_athena_quest2_title 					"n/a"
PHRASE_CONDENSED_athena_quest2_initial_announcement 	"好好侍奉我，完成这一任务！回报丰厚！"
PHRASE_CONDENSED_athena_quest2_reason	  			"取回黄金缰绳，"
PHRASE_CONDENSED_athena_quest2_no_reason	  			"N/A"

;********Apollo's Quest2****************************
PHRASE_apollo_quest2_title 					"盟约碑"
PHRASE_apollo_quest2_initial_announcement 	"我的任务神圣，我只信任你来完成！我，阿波罗，知道何处能找到无与伦比的山铜矿，可在其上镌刻《正义协音》。派[hero_needed]去赤色岛开采山铜，诸神都会知道你是认真恪守盟约的。"
PHRASE_apollo_quest2_reason	  			"以便取回盟约碑，"
PHRASE_apollo_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_apollo_quest2_title 					"n/a"
PHRASE_CONDENSED_apollo_quest2_initial_announcement 	"我的任务神圣，我只信任你来完成！"
PHRASE_CONDENSED_apollo_quest2_reason	  			"取回盟约碑，"
PHRASE_CONDENSED_apollo_quest2_no_reason	  			"N/A"

;********Artemis' Quest2****************************
PHRASE_artemis_quest2_title 					"为兽苑捕捉野兽"
PHRASE_artemis_quest2_initial_announcement 	"我最宠爱的凡人，替我寻来所求之物！我，阿尔特弥斯，见过你土地上那些硕大奇异的野兽，很想把它们收入我庞大的珍兽园。派人去请著名的[hero_needed]帮我围捕它们，我会万分感激！"
PHRASE_artemis_quest2_reason	  			    "以便围捕乡野间那些硕大奇异的野兽，"
PHRASE_artemis_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_artemis_quest2_title 					"n/a"
PHRASE_CONDENSED_artemis_quest2_initial_announcement 	"我最宠爱的凡人，替我寻来所求之物！"
PHRASE_CONDENSED_artemis_quest2_reason	  			"为兽苑围捕野兽，"
PHRASE_CONDENSED_artemis_quest2_no_reason	  			"N/A"

;********Ares' Quest2****************************
PHRASE_ares_quest2_title 					"寻找缺失部件"
PHRASE_ares_quest2_initial_announcement 	"接受我的任务，你会赢得我的钦佩！若要完成超级武器，你必须找到一块赋予武器发射威力的魔法石。只有[hero_needed]有勇气取回那块缺失的石头。"
PHRASE_ares_quest2_reason	  			"寻找武器缺失的部件，"
PHRASE_ares_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_ares_quest2_title 					"n/a"
PHRASE_CONDENSED_ares_quest2_initial_announcement 	"接受我的任务，你会赢得我的钦佩！"
PHRASE_CONDENSED_ares_quest2_reason	  			"寻找缺失的部件，"
PHRASE_CONDENSED_ares_quest2_no_reason	  			"N/A"

;********Hephaestus' Quest2****************************
PHRASE_hephaestus_quest2_title 					"破坏武器"
PHRASE_hephaestus_quest2_initial_announcement 	"问候你，凡人。唯有你有胆完成我的任务。可恶的亚特兰蒂斯人正在准备一件将造成大肆屠杀的武器。为防止敌人使用这件末日工具，找到[hero_needed]。我，赫淮斯托斯，会在他耳边低语摧毁武器的办法。"
PHRASE_hephaestus_quest2_reason	  			"破坏武器，"
PHRASE_hephaestus_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_hephaestus_quest2_title 					"n/a"
PHRASE_CONDENSED_hephaestus_quest2_initial_announcement 	"问候你，凡人。唯有你有胆完成我的任务。"
PHRASE_CONDENSED_hephaestus_quest2_reason	  			"破坏武器，"
PHRASE_CONDENSED_hephaestus_quest2_no_reason	  			"N/A"

;********Aphrodite's Quest2****************************
PHRASE_aphrodite_quest2_title 					"青春之泉"
PHRASE_aphrodite_quest2_initial_announcement 	"你好，我的小奶酪轮！我需要你帮个忙！我，阿芙罗狄蒂，听说有一处能赐予永驻青春的泉水！我一定要知道它在哪儿！找到[hero_needed]——众英雄中方向感最好的那位——派这位亲爱的去为我寻泉。"
PHRASE_aphrodite_quest2_reason	  			"寻找青春之泉，"
PHRASE_aphrodite_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_aphrodite_quest2_title 					"n/a"
PHRASE_CONDENSED_aphrodite_quest2_initial_announcement 	"你好，我的小奶酪轮！我需要你帮个忙！"
PHRASE_CONDENSED_aphrodite_quest2_reason	  			"寻找青春之泉，"
PHRASE_CONDENSED_aphrodite_quest2_no_reason	  			"N/A"

;********Hermes' Quest2****************************
PHRASE_hermes_quest2_title 					"削弱防御"
PHRASE_hermes_quest2_initial_announcement 	"问候你，凡人。我有一个重要任务交给你！我，盗贼之神赫耳墨斯，发现了偷取亚特兰蒂斯山铜的办法。没有它，他们的防御将不堪一击，你就能进攻。我需要[hero_needed]帮忙完成这桩大案。"
PHRASE_hermes_quest2_reason	  			"削弱防御，"
PHRASE_hermes_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_hermes_quest2_title 					"n/a"
PHRASE_CONDENSED_hermes_quest2_initial_announcement 	"问候你，凡人。我有一个重要任务交给你！"
PHRASE_CONDENSED_hermes_quest2_reason	  			"削弱防御，"
PHRASE_CONDENSED_hermes_quest2_no_reason	  			"N/A"

;********Dionysus' Quest****************************
PHRASE_dionysus_quest2_title 					"趁醉作乱"
PHRASE_dionysus_quest2_initial_announcement 	"你好，朋友。完成这一任务，你将成为奥林匹斯的宠儿！我，狄厄尼索斯，对亚特兰蒂斯人残酷对待我的族人——半人马——怒不可遏。我要给他们办一场永生难忘的宴会！找到[hero_needed]来帮我。"
PHRASE_dionysus_quest2_reason	  			"趁亚特兰蒂斯人酩酊大醉削弱其防御，"
PHRASE_dionysus_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_dionysus_quest2_title 					"n/a"
PHRASE_CONDENSED_dionysus_quest2_initial_announcement 	"你好，朋友。完成这一任务，你将成为奥林匹斯的宠儿！"
PHRASE_CONDENSED_dionysus_quest2_reason	  			"趁醉作乱，"
PHRASE_CONDENSED_dionysus_quest2_no_reason	  			"N/A"

;********Hera' Quest2****************************
PHRASE_hera_quest2_title 					"调虎离山"
PHRASE_hera_quest2_initial_announcement 	"问候你，美丽的人。我有一个非常重要的任务交给你！找到[hero_needed]，派他来见我，赫拉。我会安排让宙斯撞见我与[hero_needed]在一起的不堪场面。他会暴跳如雷，顾不上你们在希腊的所作所为。"
PHRASE_hera_quest2_reason	  			"以便赫拉制造调虎离山，"
PHRASE_hera_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_hera_quest2_title 					"n/a"
PHRASE_CONDENSED_hera_quest2_initial_announcement 	"问候你，美丽的人。我有一个非常重要的任务交给你！"
PHRASE_CONDENSED_hera_quest2_reason	  			"引开宙斯的注意，"
PHRASE_CONDENSED_hera_quest2_no_reason	  			"N/A"

;********Atlas's Quest2****************************
PHRASE_atlas_quest2_title 					"卸下我的重担"
PHRASE_atlas_quest2_initial_announcement 	"我有一个艰巨的任务，要交给一位强大的凡人！我，阿特拉斯，很乐意在你当前的困境中相助，但首先得把扛世界的重担从肩上卸下。找到[hero_needed]，派他来见我。我会想办法说服[hero_needed]替我扛住世界！"
PHRASE_atlas_quest2_reason	  			"为阿特拉斯卸下重担，"
PHRASE_atlas_quest2_no_reason	  			"N/A"

PHRASE_CONDENSED_atlas_quest2_title 					"n/a"
PHRASE_CONDENSED_atlas_quest2_initial_announcement 	"我有一个艰巨的任务，要交给一位强大的凡人！"
PHRASE_CONDENSED_atlas_quest2_reason	  			"为阿特拉斯卸下重担，"
PHRASE_CONDENSED_atlas_quest2_no_reason	  			"N/A"
;********Zeus quest2 fulfilled**********
PHRASE_zeus_quest2_fulfilled_title 					"[hero_needed]发射了武器！"
PHRASE_zeus_quest2_fulfilled_initial_announcement 	"做得好，最英勇的凡人！你完成了我的任务！[hero_needed]巧妙潜入亚特兰蒂斯人的防御，将武器直射大陆心脏。浩劫随之降临，不久你就不必再为亚特兰蒂斯人操心了。为感谢我，你现在可以建造一座纪念碑来纪念我。"
PHRASE_zeus_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_zeus_quest2_fulfilled_reason	  			"由于[hero_needed]发射了亚特兰蒂斯人的武器，"

PHRASE_CONDENSED_zeus_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_zeus_quest2_fulfilled_initial_announcement 	"做得好，最英勇的凡人！你完成了我的任务！"
PHRASE_CONDENSED_zeus_quest2_fulfilled_reason	  			"由于你发射了武器，"
PHRASE_CONDENSED_zeus_quest2_fulfilled_no_reason	  			"N/A"

;********Poseidon quest2 fulfilled**********
PHRASE_poseidon_quest2_fulfilled_title 					"[hero_needed]凿出奠基石"
PHRASE_poseidon_quest2_fulfilled_initial_announcement 	"海中仙女与海洋生物都在欢庆！你成功了！[hero_needed]在烈日下辛苦劳作，凿出了完美石头，用作我新圣所的奠基石！我十分高兴，准许你建造一座纪念碑来纪念我。"
PHRASE_poseidon_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_poseidon_quest2_fulfilled_reason	  			"由于[hero_needed]应你的请求取回了奠基石，"

PHRASE_CONDENSED_poseidon_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_poseidon_quest2_fulfilled_initial_announcement 	"海中仙女与海洋生物都在欢庆！你成功了！"
PHRASE_CONDENSED_poseidon_quest2_fulfilled_reason	  			"由于你取回了奠基石，"
PHRASE_CONDENSED_poseidon_quest2_fulfilled_no_reason	  			"N/A"

;********Hades quest2 fulfilled**********
PHRASE_hades_quest2_fulfilled_title 					"[hero_needed]偷走仙馔蜜酒！"
PHRASE_hades_quest2_fulfilled_initial_announcement 	"太好了！冥界所有灵魂都向你祝贺！[hero_needed]躲过奥林匹斯诸神的耳目，偷到了仙馔蜜酒！你的家族实现全部潜力只是时间问题。为纪念我——偷仙馔蜜酒可是我的主意——你现在可以建造一座纪念碑。"
